Number of OTUs	Number of Clustered Sequences	Number of Replicates	Total Number of Sequences	Sample Name	Path
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;
53	25	17	95	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
22	6	1	29	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
10	7	5	22	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;H16;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;
1	0	2	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geothermobacter;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
5	16	10	31	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;
4	3	0	7	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;
10	6	4	20	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
1	0	1	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;
13	1	2	16	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;
10	5	4	19	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;
49	32	22	103	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;
50	65	79	194	OSD188_6_14_RI	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
5	4	5	14	OSD188_6_14_RI	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;
4	0	0	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;
4	5	1	10	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;uncultured;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
3	1	0	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;
2	1	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;
3	1	0	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;
7	3	0	10	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;
4	2	0	6	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
7	9	9	25	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Candidatus Endobugula;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Eionea;
1	1	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Maricurvus;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Pseudoteredinibacter;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;
3	0	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;
7	11	2	20	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea;
9	0	0	9	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;
2	1	1	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus;
42	83	48	173	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;
9	7	2	18	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;
4	2	1	7	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea;
2	1	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;
26	42	59	127	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;
12	5	4	21	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalispira;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiogranum;
3	0	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;
41	50	62	153	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;EC3;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cedecea;
32	14	3	49	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;
11	144	231	386	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;
7	3	2	12	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Lelliottia;
1	0	1	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Phaseolibacter;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rahnella;
7	5	1	13	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rosenbergiella;
37	48	84	169	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;uncultured;
3	13	2	18	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;
5	4	1	10	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Thiohalophilus;
34	27	37	98	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
5	0	0	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;
42	35	39	116	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
26	3	1	30	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
7	2	0	9	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;
5	1	0	6	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;
3	1	0	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;CrystalBog021C3;
3	0	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Endozoicomonas;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Kistimonas;
3	2	0	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola;
3	0	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;JL-ETNP-Y6;
4	0	1	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nit5Au0613-695;
3	2	0	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Balneatrix;
11	6	3	20	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;
3	2	0	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;
1	1	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceaniserpentilla;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira;
26	43	65	134	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;
3	0	0	3	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;
30	37	33	100	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade;
415	901	1167	2483	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;
3	1	0	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26;
9	15	18	42	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;ZD0405;
4	2	0	6	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
3	2	0	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;
14	11	9	34	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
48	101	130	279	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Sva0071;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Marine Methylotrophic Group 3;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;uncultured;
1	1	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;
5	7	10	22	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
2	0	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Caedibacter;
3	1	1	5	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Candidatus Endoecteinascidia;
1	1	0	2	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;uncultured;
5	4	1	10	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;
2	1	1	4	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;
7	7	2	16	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
3	2	1	6	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;uncultured;
12	33	31	76	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
22	22	10	54	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
4	1	1	6	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
1	0	0	1	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;
10	10	8	28	OSD188_6_14_RI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
3	3	0	6	OSD188_6_14_RI	Bacteria;Proteobacteria;JdFBHP3;
9	13	6	28	OSD188_6_14_RI	Bacteria;Proteobacteria;SPOTSOCT00m83;
17	17	29	63	OSD188_6_14_RI	Bacteria;SBR1093;
2	0	0	2	OSD188_6_14_RI	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
2	0	0	2	OSD188_6_14_RI	Bacteria;SR1 (Absconditabacteria);
2	0	0	2	OSD188_6_14_RI	Bacteria;TM6 (Dependentiae);
10	10	3	23	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Arctic97B-4 marine group;
5	9	12	26	OSD188_6_14_RI	Bacteria;Verrucomicrobia;OPB35 soil group;
3	1	4	8	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;A714019;
16	19	17	52	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;MB11C04 marine group;
2	0	0	2	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus;
63	137	205	405	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;
1	1	0	2	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
2	3	1	6	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
2	0	0	2	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;uncultured;
3	6	7	16	OSD188_6_14_RI	Bacteria;Verrucomicrobia;R76-B128;
29	43	46	118	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
6	5	5	16	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
1	0	0	1	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;
2	0	0	2	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Persicirhabdus;
12	14	15	41	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
3	0	2	5	OSD188_6_14_RI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;
2	0	0	2	OSD188_6_14_RI	Bacteria;Verrucomicrobia;WCHB1-41;
103	105	117	325	OSD188_6_14_RI	No Relative
1	0	0	1	OSD189_6_14_YNG	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halococcus;
1	0	0	1	OSD189_6_14_YNG	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;
1	0	0	1	OSD189_6_14_YNG	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;uncultured;
180	555	738	1473	OSD189_6_14_YNG	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;
9	60	131	200	OSD189_6_14_YNG	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;
2	1	0	3	OSD189_6_14_YNG	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopelagicus;
1	0	0	1	OSD189_6_14_YNG	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopumilus;
3	1	4	8	OSD189_6_14_YNG	Archaea;Woesearchaeota (DHVEG-6);
3	2	6	11	OSD189_6_14_YNG	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;
135	459	686	1280	OSD189_6_14_YNG	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;
65	110	140	315	OSD189_6_14_YNG	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
1	0	1	2	OSD189_6_14_YNG	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Actinobacteria;Actinobacteria;PeM15;
2	2	0	4	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order II;Rhodothermaceae;Rubrivirga;
5	6	7	18	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order III;Unknown Family;Balneola;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order III;Unknown Family;Gracilimonas;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Candidatus Amoebophilus;
1	0	1	2	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter;
1	0	1	2	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Ekhidna;
2	0	0	2	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;
10	25	25	60	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;
2	0	0	2	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
3	0	0	3	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
8	24	26	58	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;NS10 marine group;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Salinirepens;
14	12	10	36	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquibacter;
2	8	9	19	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;
23	75	90	188	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;
87	171	194	452	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;
125	298	446	869	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;
2	0	0	2	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;
3	3	3	9	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;uncultured;
13	42	56	111	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS7 marine group;
68	122	115	305	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;
3	0	0	3	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Aureispira;
4	5	2	11	OSD189_6_14_YNG	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
6	8	0	14	OSD189_6_14_YNG	Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;
40	96	126	262	OSD189_6_14_YNG	Bacteria;Chloroflexi;SAR202 clade;
300	517	517	1334	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Chloroplast;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;
279	760	1199	2238	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Prochlorococcus;
249	868	2314	3431	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;
8	19	24	51	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Oscillatoria;
14	49	41	104	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Trichodesmium;
2	0	0	2	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyII;Calothrix;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Cyanobacteria;Melainabacteria;Caenarcaniphilales;
11	4	0	15	OSD189_6_14_YNG	Bacteria;Cyanobacteria;ML635J-21;
1	0	0	1	OSD189_6_14_YNG	Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIb;
2	0	0	2	OSD189_6_14_YNG	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
